Grantmaker Name,Contact,Street Address 1,Street Address 2,City,State,ZIP Code,Country,Telephone,Fax,E-mail,URL,Total Assets,Total Giving,Amount Funded,Grant Count,RFPs
Kenneth a Picerne Foundation,,5000 Birch St Ste 600,,Newport Beach,CA,92660-2183,United States,949-487-6262,(949) 487-6263,,http://WWW.PICERNEFOUNDATION.ORG,29829716,86500,28500,3,0
DEMOCRACY AT WORK INSTITUTE,"Jason Reddock, Development Manager; Vanessa Bransburg, Executive Director",57 Post St Ste 602,,San Francisco,CA,94104-5023,United States,415-379-9201,,vbransburg@institute.coop,http://www.institute.coop,3958536,254218,28500,1,0
World of Children Award,,15615 Alton Pkwy Ste 330,,Irvine,CA,92618-3350,United States,9493817670,,,,906992,402096,28474,1,0
Faces of Hope - Rotary District 517,,2570 N 1st St Ste 200,,San Jose,CA,95131-1037,United States,(408) 273-4577,,,,564257,,28442,2,0
Yy & Jj Foundation,,15435 Pepper Ln,,Saratoga,CA,95070-6426,United States,408-888-1015,,,,292111,10000,28400,7,0
Cambrian Educational Foundation,,4115 Jacksol Dr,,San Jose,CA,95124-3312,United States,408-377-2103,,,HTTPS://WWW.CAMBRIANEDUCATIONALFOUNDATION.ORG/,1182328,,28247,1,0
Mcdorobush Family Foundation,,1530 Waverley St,,Palo Alto,CA,94301-3641,United States,650-688-8519,,,,599294,110105,28220,23,0
Rotary District 5170 Foundation,,PO Box 1166,,Livermore,CA,94551-1166,United States,408-847-4330,,,http://www.rotary5170.org,500141,271833,28190,4,0
Fat Brands Foundation,,9720 Wilshire Blvd Ste 500,,Beverly Hills,CA,90212-2014,United States,213-716-3748,,,https://foundation.fatbrands.c,77683,239891,28150,6,0
Charles J Soong Memorial Foundation,,1836 Ygnacio Valley Road Ste 105,,WALNUT CREEK,CA,94598,United States,9257666601,,,,,5000,28145,4,0
Cj Wilson's Children's Charities,,7171 N Palm Ave,,Fresno,CA,93650-1082,United States,817-461-9919,,,http://LEFTYLEFTY.COM/CHARITY,,,28124,5,0
Rotary International Los Gatos,,PO Box 1018,,Los Gatos,CA,95031-1018,United States,408-348-1497,,,http://WWW.LOSGATOSROTARY.ORG,64954,11621,28113,3,0
The Simpson Family Foundation,,4 Searidge,,Laguna Niguel,CA,92677-9222,United States,949-488-0233,,,,340733,34830,28097,18,0
Santa Barbara Police Foundation,,PO Box 91929,,Santa Barbara,CA,93190-1929,United States,805-963-8961,,,http://SANTABARBARAPOLICEFOUNDATION.ORG,,6000,28032,3,0
YES Nature to Neighborhoods,Sabrina Schaefer,3029 Macdonald Ave,,Richmond,CA,94804-3010,United States,510-232-3032,,sabrina@yesfamilies.org,http://www.yesfamilies.org,7427078,116381,28022,2,0
Johnston Family Foundation,,81 Rivo Alto Canal,,Long Beach,CA,90803-4040,United States,214-799-2677,,,,280140,14000,28000,10,0
Mallon Family Foundation Inc Robert and Elizabeth Mallon Foundation,,943 Coast Blvd S,,La Jolla,CA,92037-4130,United States,9289203463,,,,726916,30000,28000,10,0
Rubber Ducky Foundation,,1077 East Pacific Coast Hwy 139,,Seal Beach,CA,90740,United States,949-833-1171,,,,,15000,28000,9,0
The Joseph and Judith H Johnson Family Foundation,,4441 Saint Andrews Dr,,Stockton,CA,95219-1849,United States,209-951-1494,,,,483232,28260,28000,8,0
Henryorg Foundation,,45710 Tuscany Ct,,Fremont,CA,94539-6052,United States,510-659-9888,,,,406170,,28000,7,0
Liu and Sang Family Foundation,,3 Cypress Point Ln,,Newport Beach,CA,92660-5209,United States,6264059360,,,,100745,5000,28000,6,0
Rotary Club of Pasadena Foundation,,556 S Fair Oaks Ave Ste 101 PMB 379,,Pasadena,CA,91105-2657,United States,626-792-2228,,,http://PASADENAROTARYFOUNDATION.COM,1278633,35000,28000,6,0
Kaplan-Loring Foundation,,PO Box 2489,,Toluca Lake,CA,91610-0489,United States,8182980106,,,,478321,57300,28000,5,0
The Lloyd Carney Foundation,,2995 Woodside Rd Ste 400-559,,Woodside,CA,94062-7323,United States,781-239-1188,,,,1064701,430000,28000,5,0
San Diego Yacht Club Sailing Foundation,,1011 Anchorage Ln,,San Diego,CA,92106-3005,United States,619-221-8400,,,http://WWW.SDYCSF.ORG,4958696,36160,28000,4,0
Claudia Kenyon Charitable Foundation,,254 E Main St Ste A,,Los Gatos,CA,95030-6139,United States,408-379-6966,,,,830121,66000,28000,3,0
Oilean Easa Foundation,,8382 Grand View Dr,,Los Angeles,CA,90046-1918,United States,323-650-3655,,,,7334527,304687,28000,3,0
The Skylark Foundation,,3601 Ocean View Blvd Ste H,,Glendale,CA,91208-3429,United States,803-417-6380,,bschwan@skylarkfoundation.org,HTTP://THESKYLARKFOUNDATION.OR,4157712,25000,28000,3,0
Stockton Boulevard Partnership Inc,,5657 Stockton Blvd,,Sacramento,CA,95824-1611,United States,916-454-2469,,,,441072,6161,28000,3,0
The Ganga Hansji Foundation,,631 W Katella Ave Fl 5,,Anaheim,CA,92802-3410,United States,714-399-0150,,,,522826,269000,28000,2,0
James and Susan He Foundation,,874 Pecan Ct,,Sunnyvale,CA,94087-2205,United States,408-420-0974,,,,,693180,28000,2,0
Lincoln Law School of San Jose,,384 S 2nd St,,San Jose,CA,95113-2711,United States,408-977-7227,,jamezcua@lincolnlawschool.edu,https://lincolnlawschool.edu/,484193,65000,28000,2,0
Silver Creek Sportsplex Foundation,,800 Embedded Way Ste 6,,San Jose,CA,95138-1074,United States,4086418385,,,,200593,62521,28000,2,0
Spirit Educational Foundation,,21070 Centre Pointe Pkwy,,Santa Clarita,CA,91350-2976,United States,6612595606,,,,1533,,28000,2,0
Hebrew Free Loan,"Cindy Rogoway, Executive Director; Jaime Hyams, Director Of Development",131 Steuart St Ste 520,,San Francisco,CA,94105-1240,United States,415-546-9902,415-546-7479,cindy@hflasf.org,http://www.hflasf.org,31016437,38455,28000,1,0
Joseph P Roberson Foundation,,6975 Warbler Way,,Sacramento,CA,95831-2900,United States,916-804-3488,,,http://www.jprobersonfoundation.org,545526,28000,28000,1,0
Redwood Day School,,3245 Sheffield Ave,,Oakland,CA,94602-1511,United States,510-534-0800,510-534-0807,Mduke@rdschool.org,http://WWW.RDSCHOOL.ORG,31856361,2099223,27984,1,0
Syaor Charitable Foundation Inc,,1558 Starr Dr,,Yuba City,CA,95993-2602,United States,530-674-4222,,holly@interwesthomes.com,https://www.facebook.com/clothesforkidssyaor/?hc_ref=artgj1x8ikmuayoru632nbwpfm8g8-scg_a7myh9y5vmbraceoscrnw_ytv9pmsw_tm,8952,110315,27982,1,0
Santa Cruz Rotary Community Fund,,PO Box 497,,Santa Cruz,CA,95061-0497,United States,831-345-5182,,,http://WWW.SANTACRUZROTARY.ORG,733907,100706,27959,1,0
Hutchinson Family Foundation,,739 27th St,,Manhattan Beach,CA,90266-2364,United States,310-939-9900,,,,,11000,27940,6,0
Rotary Club of Burney Foundation,,PO Box 225,,Burney,CA,96013-0225,United States,5303365361,,,http://www.BurneyRotary.com,33513,17571,27900,10,0
The John and Margaret Snyder Foundation,,23222 Mindanao Cir,,Dana Point,CA,92629-3625,United States,7143259243,,,,931618,62721,27874,15,0
Alan & Nancy Baer Foundation,,1250 Jones St Unit,,San Francisco,CA,94109-4208,United States,415-673-2903,,,,604109,29200,27857,10,0
Noel Foundation,,6053 W Century Blvd Ste 700,,Los Angeles,CA,90045-6411,United States,310-641-9953,,,,182322,,27840,11,0
Jenny Jones Foundation,,6345 Balboa Blvd Ste 375,,Encino,CA,91316-5238,United States,818-774-1000,,,,6667,,27836,2,0
Jin and Xiaqing Wu Family Foundation,,20 Tea Tree Ct,,Hillsborough,CA,94010-6353,United States,650-678-4730,,,,1583648,66000,27750,17,0
Groundswell Charitable Foundation,"Rebecca Holliday, Head Of Impact; Rebecca Holliday, Head Of Impact",880 Apollo St Ste 246,,El Segundo,CA,90245-4782,United States,310-696-0777,,rebecca.holliday@groundswell.io,http://www.groundswell.io,3748833,2482500,27750,3,0
Center for Media Change Incdba Hack the Hood,,900 Alice St Fl 3,,Oakland,CA,94607-4480,United States,5107618603,,,http://centerformediachange.weebly.com/,1702520,74863,27750,1,0
D&L Wood Family Foundation Inc,,2000 Sandy Pl,,Santa Barbara,CA,93108-2226,United States,805-969-7698,,,,282468,18000,27700,9,0
Rodwell Dart Memorial Foundation,,6701 Center Dr W Ste,,Los Angeles,CA,90045-1555,United States,310-826-4888,,,,,27678,27678,1,0
Avy L & Roberta L Miller Foundation,,3478 Buskirk Ave Ste 308,,Pleasant Hill,CA,94523-4385,United States,925-954-0100,,,,802193,30800,27650,26,0
Jin and Aihua Foundation,,3763 Acapulco Dr,,Campbell,CA,95008-3801,United States,408-376-3988,,,,255889,4852,27630,8,0
Bsb Foundation,,PO Box 193809,,San Francisco,CA,94119-3809,United States,415-284-8673,,,,1945611,80100,27600,5,0
Ezralow Foundation,,23622 Calabasas Rd Ste 200,,Calabasas,CA,91302-1509,United States,8182233500,,,,73303,34000,27573,2,0
Henry and Norma Gong Family Foundation,,5 Charles Ct,,Lafayette,CA,94549-4131,United States,925-451-6878,,,,250322,3000,27550,12,0
Hyojin Kim Nirav Patel Foundation,,1120 S Van Ness Ave,,San Francisco,CA,94110-3215,United States,2128504243,,,http://hknpfoundation.org,1485269,73543,27538,3,0
The Dehlsen Foundation C/o Deanna Dehlsen,,1505 Monte Vista Rd,,Santa Barbara,CA,93108-2607,United States,805-899-9199,,,,,17646,27516,23,0
The Molander Foundation Inc,,1290 Center Court Dr # 200,,Covina,CA,91724-3601,United States,626-814-6350,,,,11466,,27503,6,0
Swartz Family Foundation Tr,,2478 Rosecrans St,,San Diego,CA,92106-1569,United States,561-289-3909,,,,83867,49450,27500,8,0
The Britt George Foundation,,1559 Meridian Ave,,San Jose,CA,95125-5316,United States,408-448-9463,,,,41732,50050,27500,5,0
Margery W Hubbs Charitable Foundation,,PO Box 1247,,Trinidad,CA,95570-1247,United States,707-677-3710,,,,,,27500,3,0
Buddhist Ortho-Creed Association Dharma Seal Temple,,3027 Del Mar Ave,,Rosemead,CA,91770-2324,United States,626-280-2442,,,http://WWW.fayin.us,17269975,18000,27500,2,0
Laurance Family Foundation,,11100 Santa Monica Blvd Ste 600,,Los Angeles,CA,90025-3328,United States,310-806-4000,,,,20096,453500,27500,2,0
Pro Deo Foundation,,519 30th St,,Newport Beach,CA,92663-3776,United States,949-220-9404,,dave@prodeofoundation.org,https://prodeofoundation.org,155302,,27500,2,0
Ruth & Sonny Singer Foundation,"David Carroll, Vice President; Fay Althausen, Treasurer; Susan Mattisinko, Assistant Secretary",6505 Wilshire Blvd Ste 1200,,Los Angeles,CA,90048-4960,United States,323-761-8700,,,,1681390,57860,27500,2,0
Woo Charitable Foundation,,28958 Crestridge Rd,,Rancho Palos Verdes,CA,90275-5061,United States,323-877-8138,,,,1060331,35000,27500,2,0
The Horodas Family Foundation C/o Eric Horodas,,6291 Ruthland Rd,,Oakland,CA,94611-1837,United States,415-999-9802,,,,2583808,96667,75200,13,0
Welz Family Childrens Foundation,,PO Box 3046,,Grass Valley,CA,95945-3046,United States,530-272-5535,,,,,25000,75050,22,0
PTA California Congress Arroyo Elementary School PTA,,11112 Coronel Rd,,Santa Ana,CA,92705-2464,United States,714-730-7381,,,,185625,,75038,1,0
The Robert & Christine Emmons Foundation,,736 Cima Linda Ln,,Santa Barbara,CA,93108-1813,United States,8059696388,,kjtrevino@aol.com,,504962,,75000,57,0
The Nayyer & Suzette Ali Family Foundation,,19601 Dearborne Cir,,Huntington Beach,CA,92648-6648,United States,562-397-7356,,,,5543176,222350,75000,9,0
Otto and Marianne Wolman Foundation Co Aguirre Ohara & Co LLP,,418 E La Habra Blvd,,La Habra,CA,90631-5525,United States,562-846-4643,,,,8627098,338000,75000,9,0
Grand National Foundation Inc,,1143 Crane St Ste 200,,Menlo Park,CA,94025-4341,United States,6503280820,,,,1403487,15000,75000,8,0
The Castle Foundation,,72750 Country Club Dr Apt 236,,Rancho Mirage,CA,92270-4096,United States,7606368558,,,,683297,35000,75000,6,0
Association of Commercial Real Estate,,PO Box 935,,Roseville,CA,95661-0935,United States,916-207-6361,,,http://www.acre.org,425243,20000,75000,4,0
ACCE Institute,"Christina Livingston, Executive Director",3655 S Grand Ave Ste 250,,Los Angeles,CA,90007-4327,United States,213-8634326,888-4631187,clivingston@calorganize.org,http://www.acceinstitute.org,11290631,400400,75000,3,0
Association for Growth and Education,,2342 Shattuck Ave Ste 886,,Berkeley,CA,94704-1517,United States,415-676-9880,,,https://agegives.org/,234768,530000,75000,3,0
California Rheumatology Alliance,,5230 Pacific Concourse Dr Ste 100,,Los Angeles,CA,90045-6279,United States,310-297-9221,,,http://www.calrheum.org/,1380876,55365,75000,3,0
Choe Andrew World Mission,,711 Inverness Dr,,La Canada Flintridge,CA,91011-4150,United States,818-952-1026,,,,3810961,81867,75000,3,0
GOOD NEWS RADIO,"Dawn Hibbard, Station Manager",2048 Orange Tree Ln Ste 200,,Redlands,CA,92374-4566,United States,909-583-2150,,dawn@ksgn.com,http://www.ksgn.com,6887711,,75000,3,0
Lennar Charitable Housing Foundation,"Jeff Roos, Executive Dir.",15131 Alton Pkwy,,Irvine,CA,92618-2385,United States,949-349-8000,(949) 349-0864,lchf-info@lennar.com,http://WWW.LCHF.ORG,,310000,75000,3,0
M&h Foundation,,1018 W El Camino Real,,Sunnyvale,CA,94087-1024,United States,650-759-4675,,,,9856353,55606,75000,3,0
United Hope for Animals,,PO Box 2349,,Pasadena,CA,91102-2349,United States,,,,http://www.unitedhope4animals.org/,708301,75000,75000,3,0
The Xun and Chang Liu Family Foundation,,239 Surfbird Isle,,Foster City,CA,94404-1333,United States,650-430-3407,,,,1894929,71522,75000,3,0
The Almond Family Foundation,,PO Box 1078,,Ross,CA,94957-1078,United States,415-380-5000,,,,475111,100000,75000,2,0
The Avis Family Foundation,,PO Box 2708,,Menlo Park,CA,94026-2708,United States,650-210-5300,,,,53030530,3085106,75000,2,0
California Coalition of Employee Benefit Plan Sponsors,,1843 Hotel Cir S,,San Diego,CA,92108-3320,United States,888-276-0250,,,http://WWW.CO-OP-CA.ORG,575267,,75000,2,0
Center for Empowered Politics Education Fund,Alex Tom,1212 Broadway Ste 700,,Oakland,CA,94612-1941,United States,877-829-5500,,Alex@empoweredpolitics.org,http://WWW.EMPOWEREDPOLITICS.ORG,22918683,756711,75000,2,0
Lapsi Foundation Inc,,554 E San Bernardino Rd,,Covina,CA,91723-1747,United States,626-331-9494,,,,745383,40000,75000,2,0
Western Angiographic & Interventional So,,4400 Keller Ave Ste 140,,Oakland,CA,94605-4233,United States,510-910-8669,,,http://WWW.WESTERNANGIO.ORG,289328,100,75000,2,0
Andy and Knarik Kozanian Foundation,,3470 Linda Vista Rd,,Glendale,CA,91206-1440,United States,818-696-2777,,,,113377,,75000,1,0
Center for Community Health and Well-Being Inc,"Shannon Read, Interim Executive Director",4625 44th St # 13,,Sacramento,CA,95820-3909,United States,916-558-4820,916-970-5950,sread@cchwb.org,http://HERHEALTHFIRST.ORG,898428,254631,75000,1,0
Historic Automobile Preservation Entity,,610 Lairport St,,El Segundo,CA,90245-5004,United States,310-909-0950,,,,2732807,75000,75000,1,0
Instituto Familiar De La Raza,,2919 Mission St,,San Francisco,CA,94110-3917,United States,415-229-0500,4156473662,noris.chavarria@ifrsf.org,http://IFRSF.ORG,9733280,,75000,1,0
Menorah Park,,3365 Sacramento St,,San Francisco,CA,94118-1984,United States,415-929-7912,,,http://WWW.MENORAHPARK.WORDPRESS.COM,17099272,1016000,75000,1,0
Sutter Visiting Nurse Association & Hospice,,4850 Union Ave,,San Jose,CA,95124-5156,United States,(916) 286-6665,,,http://www.sutterhealth.org,90556422,200625,75000,1,0
Terner Housing Innovation Labs Inc,,1330 Broadway,,Oakland,CA,94612-2502,United States,510-859-7100,,michelle.boyd@ternerlabs.org,https://www.ternerlabs.org/,5997936,375000,75000,1,0
Verdugo Hills Hospital Medical Staff,,1812 Verdugo Blvd,,Glendale,CA,91208-1407,United States,818-952-4647,,,,1204505,8419,75000,1,0
Allen and Gretchen Mccombs Family Foundation,,12564a Central Ave # 325,,Chino,CA,91710-3507,United States,,,,,,258984,74925,26,0
The Brannan Family Foundation,,PO Box 10250,,Torrance,CA,90505-1150,United States,310-748-1276,,,,926692,21300,74807,35,0
The Kim Yong Hwan Foundation,,2028 Pray St,,Fullerton,CA,92833-5069,United States,213-446-0660,,,,2785670,141000,74800,12,0
Kolping Society of America of San Francisco,,440 Taraval St,,San Francisco,CA,94116-2530,United States,650-692-3630,,,,3163585,104146,74760,8,0
The Siegel & Friend Foundation,,19 Golden Spar Pl,,Rolling Hills Estates,CA,90274-2431,United States,3103759907,,,,259484,41668,74689,59,0
Crystal Cove Conservancy,"Kate Wheeler, President & Ceo",5 Crystal Cv,,Newport Coast,CA,92657-2123,United States,949-376-6200,949-376-0919,kate@crystalcove.org,http://www.crystalcove.org,13712044,9584912,74665,1,0
Hacienda Child Development Fund,,225 Spring St,,Pleasanton,CA,94566-6625,United States,925-600-1966,,,,18613,10504,74646,52,0
Kristin and William R. Loomis Foundation,,285 San Ysidro Rd,,Santa Barbara,CA,93108-2611,United States,805-969-0461,,,,5714,101850,74550,3,0
Phileo Foundation,,3555 Jackson St Apt 5,,San Francisco,CA,94118-1801,United States,971-235-9101,,,,849943,73000,74500,20,0
Armey-Harvey Foundation Inc,,PO Box 7934,,Fresno,CA,93747-7934,United States,559-291-9724,,armeyus@earthlink.net,,114789,57650,74450,48,0
San Diego Downtown Breakfast Rotary Foundation,Thomas Sayer,PO Box 80336,,San Diego,CA,92138-0336,United States,619-276-8279,,webmaster@sdrotary.org,http://WWW.SDROTARY.ORG,2277587,196599,74333,7,0
EARTH ISLAND INSTITUTE INC,,2150 Allston Way Ste 460,,Berkeley,CA,94704-1375,United States,510-859-9100,510-859-9091,davep@earthisland.org,https://www.earthisland.org/,39932865,3908986,74331,6,0
Napa High Athletic Boosters,,PO Box 844,,Napa,CA,94559-0844,United States,707-863-8377,,,http://WWW.NHSATHLETICBOOSTERS.ORG,482357,11678,74316,11,0
Stone Soup Child Care Programs Administrator,,15496 Milldale Dr,,Los Angeles,CA,90077-1601,United States,818-339-7412,818-,souperjgb@aol.com,,,74124,74124,1,0
Carl Wilson Gregory Foundation Inc,,130 Hillcrest Dr,,Fullerton,CA,92832-1315,United States,949-735-4669,,,,178563,44000,74000,15,0
John Percival and Mary C Jefferson Endowment Fund,,PO Box 99,,Santa Barbara,CA,93102-0099,United States,805-963-8822,,,,5493955,132865,74000,7,0
Jiayin Foundation,,6589 Deer Hollow Ct,,San Jose,CA,95120-1633,United States,4082075159,,,,2336720,50000,74000,6,0
H & H Family Foundation,,964 E Badillo St # 110,,Covina,CA,91724-2950,United States,909-282-9818,,,,1015056,49000,74000,5,0
Hillsborough Concours D'elegance Foundation,,1600 Floribunda Ave,,Hillsborough,CA,94010-6418,United States,650-619-6186,,,http://WWW.HILLSBOROUGHCONCOURS.ORG,47072,10000,73956,10,0
The Jack R Walter Foundation,,5446 Cleon Ave,,North Hollywood,CA,91601-2833,United States,818-216-3501,,,http://jackwalterfoundation.we,3646591,97672,73925,28,0
The Roland R Smith Family Foundation,,2284 Redlands Dr,,Newport Beach,CA,92660-3647,United States,949-646-8512,,,,,279550,73845,7,0
American Federation of Teachers Cuesta College Federation Local 4909,,Highway One Education Drive 6214,,San Luis Obispo,CA,93403,United States,805-440-3008,,,http://www.ccft.org,255358,133282,73839,3,0
The Steven & Susan Cobin Family Foundation,,4839 Encino Ave,,Encino,CA,91316-3815,United States,818-986-6263,,,http://WWW.COBINFAMILYFOUNDATION.COM,427911,26000,73750,20,0
Sonny Kalkat Memorial Foundation,,2377 Clark Rd,,Live Oak,CA,95953-9725,United States,530-682-6454,,,,,,73715,4,0
West Marin Scholarship Program,,PO Box 724,,Inverness,CA,94937-0724,United States,510-290-8535,,,http://westmarinscholars.org,4468820,500158,73586,1,0
The Paraklete Foundation,,PO Box 137,,Sunol,CA,94586-0137,United States,925-461-5053,,,http://theparakletefoundation.org,641252,45500,73538,11,0
Bains Family Foundation,,2123 Forge Rd,,Montecito,CA,93108-2238,United States,973-921-1250,,,,361169,18500,73500,19,0
